Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Deliveries_Lag1,Rolling_Mean_3
2023,6,2,3,6595,7144,70104.88,60,358,354.15,1,12144,9301.0,6931.0
2015,6,2,3,792,796,67670.59,75,439,52.15,1,13742,6595.0,5562.666666666667
2016,10,2,3,6991,7968,77791.05,60,332,348.15,2,10404,792.0,4792.666666666667
2017,10,0,4,7013,7295,57068.47,60,335,352.4,0,4767,6991.0,4932.0
2016,1,1,0,10790,10922,54224.65,120,674,1090.87,2,4914,7013.0,8264.666666666666
2024,5,0,0,11299,12253,58400.19,75,432,732.18,0,7281,10790.0,9700.666666666666
2021,7,0,0,813,861,51851.28,82,464,56.58,2,14712,11299.0,7634.0
2025,12,2,1,11157,12278,50941.08,82,459,768.16,1,11194,813.0,7756.333333333333
2015,5,0,0,6406,7281,107577.61,75,448,430.48,1,11708,11157.0,6125.333333333333
2023,9,3,4,5457,5597,104008.25,75,420,343.79,2,3970,6406.0,7673.333333333333
2015,2,0,4,10274,11717,59626.47,75,425,654.97,1,4361,5457.0,7379.0
2024,8,1,2,18033,18341,74337.02,60,352,952.14,2,10295,10274.0,11254.666666666666
2024,6,3,2,6762,7330,77857.01,75,437,443.25,1,3667,18033.0,11689.666666666666
2025,1,2,1,11830,12840,71424.14,100,560,993.72,2,6926,6762.0,12208.333333333334
2016,11,1,4,5425,5434,79542.4,60,338,275.05,2,8832,11830.0,8005.666666666667
2021,2,1,0,11280,11681,81309.11,120,664,1123.49,2,14449,5425.0,9511.666666666666
2022,6,2,2,16010,17048,108006.7,75,443,1063.86,2,5266,11280.0,10905.0
2017,12,2,1,6204,6578,111921.08,120,713,663.52,0,13910,16010.0,11164.666666666666
2023,10,1,4,15912,17626,77442.07,82,488,1164.76,2,9720,6204.0,12708.666666666666
2024,8,3,3,15634,17484,103199.8,60,340,797.33,1,8446,15912.0,12583.333333333334
2015,1,3,2,11986,13302,91906.09,82,457,821.64,0,4871,15634.0,14510.666666666666
2022,12,3,1,9044,9524,92232.79,100,565,766.48,0,13917,11986.0,12221.333333333334
2016,11,2,1,15241,16019,55019.83,60,342,781.86,0,6734,9044.0,12090.333333333334
2019,8,3,1,12337,13508,100473.83,60,337,623.64,1,11632,15241.0,12207.333333333334
2019,8,1,4,7734,7815,53963.79,100,556,645.02,1,9969,12337.0,11770.666666666666
2019,11,1,4,12351,13295,71004.7,120,669,1239.42,1,6416,7734.0,10807.333333333334
2015,5,3,3,4207,4719,116307.4,75,449,283.34,2,12040,12351.0,8097.333333333333
2021,3,3,1,7810,8201,51801.97,75,425,497.89,1,12639,4207.0,8122.666666666667
2023,11,0,4,12368,12414,76864.18,82,456,845.97,0,11524,7810.0,8128.333333333333
2017,10,2,1,8175,8433,106631.65,75,418,512.57,2,7111,12368.0,9451.0
2021,8,1,4,18572,20884,53449.16,82,485,1351.11,2,9580,8175.0,13038.333333333334
2024,5,0,3,11323,12990,54412.36,60,357,606.35,1,12768,18572.0,12690.0
2019,5,1,1,7617,8126,100891.3,120,701,800.93,1,14848,11323.0,12504.0
2021,2,3,2,4619,5064,98496.08,82,486,336.73,2,7108,7617.0,7853.0
2018,3,0,2,13913,14741,60942.19,75,440,918.26,2,7325,4619.0,8716.333333333334
2022,11,0,4,8693,9916,53772.88,75,412,537.23,2,10936,13913.0,9075.0
2021,12,1,4,1560,1781,58845.91,120,718,168.01,1,5767,8693.0,8055.333333333333
2022,11,1,1,13850,15576,52911.72,120,661,1373.23,1,7476,1560.0,8034.333333333333
2025,11,3,3,3705,4248,105760.67,120,684,380.13,1,4816,13850.0,6371.666666666667
2023,5,3,2,7465,8189,84588.8,120,697,780.47,1,9530,3705.0,8340.0
2016,12,2,2,15047,16200,84462.78,60,347,783.2,0,13386,7465.0,8739.0
2017,2,2,3,16196,17766,118193.61,120,710,1724.87,2,3283,15047.0,12902.666666666666
2018,6,3,3,12022,13515,55613.07,100,573,1033.29,0,10561,16196.0,14421.666666666666
2023,6,0,1,7959,8183,69969.46,82,470,561.11,1,14452,12022.0,12059.0
2016,9,3,0,14749,16340,112318.06,75,415,918.13,1,11777,7959.0,11576.666666666666
2016,8,3,0,3749,4159,118690.8,120,675,379.59,2,10850,14749.0,8819.0
2024,5,1,4,15642,17561,70333.71,75,425,997.18,2,14231,3749.0,11380.0
2021,10,0,4,9281,9926,82922.68,100,593,825.54,1,12153,15642.0,9557.333333333334
2025,7,3,2,8011,8218,92091.59,82,480,576.79,1,6804,9281.0,10978.0
2017,11,1,4,15907,16243,89961.42,75,419,999.75,0,6343,8011.0,11066.333333333334
2020,3,3,2,10598,11956,97822.29,75,414,658.14,1,12394,15907.0,11505.333333333334
2015,4,3,3,11775,12612,56848.39,82,471,831.9,1,8681,10598.0,12760.0
2018,7,0,3,6137,6259,61111.57,75,448,412.41,0,13555,11775.0,9503.333333333334
2025,2,1,3,16396,17730,105930.73,100,551,1355.13,2,14808,6137.0,11436.0
2020,4,3,3,8284,9287,98501.49,100,577,716.98,0,11394,16396.0,10272.333333333334
2015,12,3,4,10185,11376,57488.64,75,441,673.74,2,9495,8284.0,11621.666666666666
2016,7,0,4,14354,15074,51833.77,60,330,710.52,0,12980,10185.0,10941.0
2022,8,3,0,3869,4285,101997.51,82,453,262.9,2,5653,14354.0,9469.333333333334
2024,4,0,0,7394,7735,118945.65,120,708,785.24,1,4975,3869.0,8539.0
2025,7,1,4,6151,6333,83574.24,100,594,548.05,1,9796,7394.0,5804.666666666667
2024,7,1,0,15180,16081,118826.9,100,590,1343.43,1,4919,6151.0,9575.0
2025,10,2,3,8887,10011,85859.93,60,353,470.57,2,5152,15180.0,10072.666666666666
2015,1,1,0,2161,2465,112637.91,120,695,225.28,0,14062,8887.0,8742.666666666666
2023,2,3,0,10316,11826,73184.97,100,555,858.81,1,9844,2161.0,7121.333333333333
2022,8,2,4,4748,4952,61332.69,100,562,400.26,0,5698,10316.0,5741.666666666667
2017,12,1,4,13476,15390,111939.86,60,352,711.53,2,6329,4748.0,9513.333333333334
2016,1,2,2,16295,18414,90507.28,100,571,1395.67,1,11703,13476.0,11506.333333333334
2021,9,2,3,10573,11018,118056.08,75,418,662.93,0,11799,16295.0,13448.0
2016,8,1,0,12772,13650,83928.74,120,669,1281.67,0,14348,10573.0,13213.333333333334
2021,8,3,1,5906,5931,92357.11,60,341,302.09,1,6584,12772.0,9750.333333333334
2018,11,3,0,8468,8695,77455.25,120,716,909.46,1,4694,5906.0,9048.666666666666
2023,6,2,1,10752,11762,87665.57,82,478,770.92,2,4394,8468.0,8375.333333333334
2023,10,0,4,15077,15738,95904.41,75,436,986.04,2,5513,10752.0,11432.333333333334
2020,2,3,0,9917,10003,68359.2,120,686,1020.46,0,4882,15077.0,11915.333333333334
2023,2,1,1,6474,7133,100756.72,100,598,580.72,1,6124,9917.0,10489.333333333334
2018,1,2,0,8654,8791,74842.84,100,570,739.92,2,11109,6474.0,8348.333333333334
2015,3,3,2,14634,16060,109445.64,60,349,766.09,2,9819,8654.0,9920.666666666666
2018,8,1,4,14958,14989,95456.52,100,583,1308.08,2,12583,14634.0,12748.666666666666
2017,3,2,0,8191,8781,96370.38,82,455,559.04,2,6466,14958.0,12594.333333333334
2024,3,0,1,11335,11881,52624.16,82,488,829.72,2,4675,8191.0,11494.666666666666
2020,9,0,1,10184,11425,87923.22,60,333,508.69,2,12193,11335.0,9903.333333333334
2019,10,1,2,10077,11395,92918.14,60,334,504.86,1,14548,10184.0,10532.0
2019,4,0,1,8852,9314,112688.9,75,448,594.85,2,8321,10077.0,9704.333333333334
2016,7,0,3,8511,9241,91143.86,82,458,584.71,1,7346,8852.0,9146.666666666666
2017,10,1,3,9182,9225,79633.46,120,665,915.9,1,10282,8511.0,8848.333333333334
2016,6,2,3,11524,11540,67267.52,82,480,829.73,0,14901,9182.0,9739.0
2019,1,1,3,6901,7866,114585.16,120,690,714.25,1,6934,11524.0,9202.333333333334
2020,8,0,4,8893,9242,54689.38,75,413,550.92,2,5936,6901.0,9106.0
2019,4,2,2,9594,10233,90358.15,60,359,516.64,0,5899,8893.0,8462.666666666666
2016,12,0,2,20577,21279,117482.02,120,714,2203.8,2,11665,9594.0,13021.333333333334
2020,10,2,1,12790,13152,90144.42,100,560,1074.36,1,13339,20577.0,14320.333333333334
2024,8,1,4,8042,8208,97137.41,82,475,572.99,2,6533,12790.0,13803.0
2021,6,1,0,11325,12940,51554.2,120,678,1151.75,0,14052,8042.0,10719.0
2020,3,2,1,14117,15703,69062.08,120,667,1412.41,2,6023,11325.0,11161.333333333334
2023,9,0,0,5515,5939,97302.27,82,490,405.35,2,6044,14117.0,10319.0
2021,6,2,2,8875,9724,70170.65,60,337,448.63,2,11766,5515.0,9502.333333333334
2024,7,3,1,12960,13431,104157.55,60,345,670.68,0,14135,8875.0,9116.666666666666
2020,3,0,2,6935,7126,90385.53,82,457,475.39,1,7274,12960.0,9590.0
2022,1,2,0,7872,7975,112547.42,100,569,671.88,1,6760,6935.0,9255.666666666666
2020,3,0,3,9500,9611,111688.06,75,415,591.38,2,11481,7872.0,8102.333333333333
2025,3,0,4,10220,10814,92915.06,100,552,846.22,2,9077,9500.0,9197.333333333334
2015,4,2,0,6410,6747,58194.69,82,456,438.44,0,12138,10220.0,8710.0
2019,11,0,3,499,545,116233.08,120,694,51.95,2,9482,6410.0,5709.666666666667
2018,5,0,0,5386,5479,111829.15,60,342,276.3,0,7647,499.0,4098.333333333333
2022,9,0,3,12131,13532,82362.99,60,351,638.7,0,11831,5386.0,6005.333333333333
2024,8,0,4,8752,8801,92387.05,75,430,564.5,1,4269,12131.0,8756.333333333334
2023,10,1,2,11280,12141,87264.34,120,676,1143.79,1,13939,8752.0,10721.0
2015,7,0,4,8461,8784,97705.19,100,588,746.26,2,10147,11280.0,9497.666666666666
2019,10,3,2,10325,10402,60493.65,100,576,892.08,0,9909,8461.0,10022.0
2018,11,0,4,11974,12019,98303.28,100,565,1014.8,0,3668,10325.0,10253.333333333334
2018,11,1,4,9189,9621,94495.17,120,681,938.66,2,4782,11974.0,10496.0
2018,6,3,4,15956,17939,104842.87,75,422,1010.01,0,14290,9189.0,12373.0
2021,5,0,1,10336,11854,68779.32,60,331,513.18,2,11460,15956.0,11827.0
2020,1,0,0,15152,16661,73685.75,60,358,813.66,1,13946,10336.0,13814.666666666666
2017,2,3,0,4224,4356,75809.5,60,341,216.06,1,3628,15152.0,9904.0
2025,11,1,4,8475,9309,95766.33,75,416,528.84,1,6826,4224.0,9283.666666666666
2023,4,2,1,4093,4244,50630.4,100,561,344.43,0,4652,8475.0,5597.333333333333
2023,2,2,4,2972,3384,108025.09,75,416,185.45,1,4297,4093.0,5180.0
2020,10,3,0,8208,8804,74849.66,75,424,522.03,0,14566,2972.0,5091.0
2018,9,0,0,14260,14838,67415.43,60,358,765.76,2,6579,8208.0,8480.0
2018,6,1,4,7570,8501,107843.86,75,434,492.81,1,7237,14260.0,10012.666666666666
2025,9,0,1,13486,13929,97497.75,75,434,877.94,0,9635,7570.0,11772.0
2022,1,3,4,12149,12201,98287.47,120,688,1253.78,2,4492,13486.0,11068.333333333334
2024,6,1,1,12547,14095,66165.83,60,332,624.84,2,14753,12149.0,12727.333333333334
2024,5,0,1,10084,10225,62086.02,82,451,682.18,1,10123,12547.0,11593.333333333334
2024,3,0,4,11566,12885,83989.63,82,465,806.73,2,8020,10084.0,11399.0
2017,9,0,3,5933,5952,75229.88,82,483,429.85,0,9794,11566.0,9194.333333333334
2015,9,0,3,7909,8216,76578.47,82,475,563.52,2,6216,5933.0,8469.333333333334
2015,2,2,4,11172,11180,61256.56,100,577,966.94,2,11302,7909.0,8338.0
2025,7,3,1,6187,6687,98364.44,100,571,529.92,2,13248,11172.0,8422.666666666666
2017,12,0,4,9237,9445,117765.35,100,572,792.53,1,9018,6187.0,8865.333333333334
2015,5,0,2,13489,13580,69667.42,120,717,1450.74,1,13683,9237.0,9637.666666666666
2020,1,1,2,16543,17897,75159.67,75,415,1029.8,0,5320,13489.0,13089.666666666666
2024,11,1,4,5572,5749,76203.53,100,563,470.56,2,4059,16543.0,11868.0
2022,8,1,3,5100,5665,77782.16,75,422,322.83,2,7505,5572.0,9071.666666666666
2019,10,2,2,10077,10790,84321.87,82,485,733.1,1,12983,5100.0,6916.333333333333
2020,7,3,0,9320,9944,50496.76,82,484,676.63,1,7317,10077.0,8165.666666666667
2015,11,2,1,20107,22594,74346.64,120,700,2111.23,1,9788,9320.0,13168.0
2017,2,0,2,10163,10570,108483.62,82,451,687.53,2,7549,20107.0,13196.666666666666
2022,1,3,2,20667,23519,53441.1,82,474,1469.42,1,13243,10163.0,16979.0
2017,1,2,0,13497,14260,117485.49,75,415,840.19,2,11244,20667.0,14775.666666666666
2024,2,3,4,6847,7872,80315.33,120,702,720.99,1,5191,13497.0,13670.333333333334
2022,9,2,1,14126,14145,52308.39,82,485,1027.67,0,11208,6847.0,11490.0
2020,10,1,4,2923,3338,108972.49,75,439,192.48,0,3935,14126.0,7965.333333333333
2021,4,2,0,10226,10533,64770.47,82,479,734.74,1,5636,2923.0,9091.666666666666
2024,12,2,4,6349,7036,106746.6,120,684,651.41,1,11957,10226.0,6499.333333333333
2023,8,2,1,10874,12275,55370.92,60,333,543.16,2,8942,6349.0,9149.666666666666
2021,6,3,2,9313,10131,118325.48,120,691,965.29,2,13863,10874.0,8845.333333333334
2020,1,2,3,19577,21213,101984.52,60,338,992.55,1,9779,9313.0,13254.666666666666
2020,11,2,1,8660,8911,64726.05,75,413,536.49,1,13760,19577.0,12516.666666666666
2024,3,2,4,10989,12555,119912.5,82,466,768.13,1,6585,8660.0,13075.333333333334
2021,12,2,1,8284,9097,99652.0,100,579,719.47,1,7286,10989.0,9311.0
2019,12,2,3,14160,15916,89385.88,120,705,1497.42,0,11563,8284.0,11144.333333333334
2021,6,3,3,7939,8893,92306.65,60,335,398.93,2,8937,14160.0,10127.666666666666
2018,12,0,4,11849,13148,103882.26,82,490,870.9,1,9882,7939.0,11316.0
2018,2,0,2,14166,16177,78014.86,100,589,1251.57,2,6191,11849.0,11318.0
2015,12,0,0,4993,5640,83124.69,100,598,447.87,2,5226,14166.0,10336.0
2018,1,0,3,3922,4416,65486.71,120,682,401.22,2,12700,4993.0,7693.666666666667
2025,12,0,3,13671,15308,67998.03,60,348,713.63,0,8520,3922.0,7528.666666666667
2019,10,2,1,3237,3475,90094.08,120,674,327.26,2,12527,13671.0,6943.333333333333
2024,6,1,2,9874,11229,119242.89,100,593,878.29,2,14973,3237.0,8927.333333333334
2020,1,1,0,8186,8985,107716.19,60,342,419.94,1,3877,9874.0,7099.0
2019,6,1,2,14287,16241,80739.15,75,413,885.08,1,7347,8186.0,10782.333333333334
2023,12,2,1,9203,10426,101084.08,60,334,461.07,1,9789,14287.0,10558.666666666666
2019,6,3,3,6397,7290,51725.11,82,479,459.62,0,11703,9203.0,9962.333333333334
2019,11,1,3,10964,12047,119238.77,120,675,1110.1,2,11064,6397.0,8854.666666666666
2021,3,0,3,11349,11618,81896.26,100,580,987.36,0,11302,10964.0,9570.0
2024,1,2,0,9756,10011,93531.74,60,330,482.92,1,7794,11349.0,10689.666666666666
2018,9,3,0,10028,10999,85739.93,60,333,500.9,0,6744,9756.0,10377.666666666666
2015,8,3,4,14575,16529,105201.8,120,669,1462.6,0,6740,10028.0,11453.0
2025,10,0,1,15394,15397,89197.49,120,695,1604.82,2,14664,14575.0,13332.333333333334
2018,7,0,2,11739,13264,54173.21,100,584,1028.34,1,4679,15394.0,13902.666666666666
2017,12,2,3,16989,17788,98373.91,82,462,1177.34,0,5287,11739.0,14707.333333333334
2025,6,1,3,9221,10089,108823.54,120,668,923.94,2,13264,16989.0,12649.666666666666
2016,2,3,0,13985,14888,67410.0,100,580,1216.69,1,11481,9221.0,13398.333333333334
2015,4,2,2,10084,11453,56390.07,100,565,854.62,0,14400,13985.0,11096.666666666666
2016,8,2,2,3747,4007,113645.41,120,692,388.94,0,8973,10084.0,9272.0
2024,5,3,3,13980,15377,110956.73,100,593,1243.52,1,9947,3747.0,9270.333333333334
2025,4,0,1,8438,9651,94711.75,100,592,749.29,1,9480,13980.0,8721.666666666666
2016,8,2,1,11195,12575,76629.4,60,353,592.78,1,14573,8438.0,11204.333333333334
2020,9,1,2,3028,3350,53637.63,82,486,220.74,2,8499,11195.0,7553.666666666667
2024,3,3,1,7874,7878,84682.14,60,333,393.31,0,12052,3028.0,7365.666666666667
2022,12,3,4,14239,15200,72759.3,75,430,918.42,1,12824,7874.0,8380.333333333334
2017,6,2,2,11053,11464,65008.45,75,422,699.65,2,5970,14239.0,11055.333333333334
2023,10,1,0,4070,4344,95267.09,100,597,364.47,2,12534,11053.0,9787.333333333334
2020,5,2,1,9239,9839,105978.43,100,586,812.11,2,8115,4070.0,8120.666666666667
2022,8,3,1,15396,17005,91077.43,120,709,1637.36,1,3867,9239.0,9568.333333333334
2018,8,0,3,11344,11779,65445.57,82,456,775.93,2,13309,15396.0,11993.0
2021,6,1,4,2784,2834,99246.98,60,349,145.74,1,7487,11344.0,9841.333333333334
2015,2,2,1,5052,5602,112797.72,75,445,337.22,2,12358,2784.0,6393.333333333333
2024,4,1,2,9469,10565,114960.61,100,563,799.66,2,7018,5052.0,5768.333333333333
2023,12,3,4,9486,9874,71183.56,75,435,618.96,0,8259,9469.0,8002.333333333333
2024,5,1,0,8761,8977,52950.53,75,429,563.77,1,12614,9486.0,9238.666666666666
2019,1,2,3,13208,14709,69734.28,60,339,671.63,0,14095,8761.0,10485.0
2021,7,0,1,8967,9082,62842.05,60,352,473.46,1,3263,13208.0,10312.0
2019,9,3,3,1930,2093,114172.92,60,354,102.48,1,8413,8967.0,8035.0
2022,11,0,3,7397,7921,97398.92,60,356,395.0,0,11990,1930.0,6098.0
2017,10,2,2,11917,12332,59077.53,60,337,602.4,2,7263,7397.0,7081.333333333333
2018,1,1,4,2368,2385,53693.57,100,584,207.44,2,8495,11917.0,7227.333333333333
2016,9,0,3,11133,11512,108592.88,100,563,940.18,0,10714,2368.0,8472.666666666666
2021,4,2,1,8550,8715,82792.29,120,695,891.34,0,3371,11133.0,7350.333333333333
2021,11,1,0,7825,8121,106751.13,60,358,420.2,1,4631,8550.0,9169.333333333334
2018,6,1,2,128,143,116537.3,82,451,8.66,2,14790,7825.0,5501.0
2017,7,2,1,7161,7274,65565.29,100,575,617.64,0,10293,128.0,5038.0
2015,6,0,0,7201,8144,114461.07,75,414,447.18,0,6322,7161.0,4830.0
2016,9,2,3,6101,6994,57750.44,60,342,312.98,0,3504,7201.0,6821.0
2021,10,1,2,9675,10252,85954.34,82,483,700.95,2,7483,6101.0,7659.0
2025,10,1,4,8720,9521,98179.93,100,575,752.1,2,8707,9675.0,8165.333333333333
2015,5,1,0,10050,10998,98702.41,75,429,646.72,0,10530,8720.0,9481.666666666666
2023,9,3,3,15098,15229,115038.14,82,460,1041.76,1,14996,10050.0,11289.333333333334
2018,2,0,4,11445,11972,88252.1,60,342,587.13,0,4922,15098.0,12197.666666666666
2021,10,0,2,3157,3343,77143.5,100,564,267.08,2,6222,11445.0,9900.0
2015,1,0,1,8795,9165,87988.73,82,456,601.58,2,12626,3157.0,7799.0
2016,3,3,0,13927,15011,83542.73,75,413,862.78,0,7094,8795.0,8626.333333333334
2019,6,1,1,12163,13001,53857.11,75,428,780.86,0,8628,13927.0,11628.333333333334
2019,12,0,1,11220,12431,56029.5,60,343,577.27,0,5087,12163.0,12436.666666666666
2021,1,3,2,10139,10942,106742.27,60,352,535.34,0,10965,11220.0,11174.0
2025,4,0,4,9751,10553,50245.76,100,552,807.38,1,5410,10139.0,10370.0
2025,4,0,3,11382,12375,110681.15,82,490,836.58,2,11104,9751.0,10424.0
2024,12,1,4,6662,7463,114055.37,82,482,481.66,2,12869,11382.0,9265.0
2021,7,1,4,14909,15392,91361.03,75,446,997.41,0,12573,6662.0,10984.333333333334
2024,6,1,0,9170,9703,62992.28,120,707,972.48,1,7992,14909.0,10247.0
2022,1,1,3,15237,17350,57875.29,75,416,950.79,0,6996,9170.0,13105.333333333334
2018,7,0,1,11901,12643,88401.19,75,427,762.26,0,9235,15237.0,12102.666666666666
2024,3,1,3,9744,10496,59151.43,82,459,670.87,1,10874,11901.0,12294.0
2018,9,2,2,15810,17649,77518.53,120,668,1584.16,2,3128,9744.0,12485.0
2017,1,2,1,8688,9781,50267.39,75,421,548.65,0,11890,15810.0,11414.0
2022,6,3,3,15131,16082,63579.58,75,423,960.06,2,9061,8688.0,13209.666666666666
2016,5,2,2,16846,19100,116873.43,60,353,892.0,1,6784,15131.0,13555.0
2017,2,2,2,12872,14359,106500.89,82,455,878.51,0,6186,16846.0,14949.666666666666
2020,8,1,4,4607,5003,94618.32,82,473,326.87,1,11859,12872.0,11441.666666666666
2019,3,2,2,12284,12804,69530.58,75,427,786.79,2,14985,4607.0,9921.0
2025,4,2,0,11544,11617,91072.84,75,422,730.74,2,3389,12284.0,9478.333333333334
2022,6,3,1,6816,7670,61385.66,82,486,496.89,2,11241,11544.0,10214.666666666666
2022,6,1,2,12296,13578,78661.36,82,486,896.38,0,6575,6816.0,10218.666666666666
2023,8,0,2,7201,7619,92014.18,60,345,372.65,1,11334,12296.0,8771.0
2016,6,2,1,13013,14255,103278.51,120,669,1305.85,1,8538,7201.0,10836.666666666666
2025,6,0,0,8638,8830,99142.5,82,480,621.94,0,11090,13013.0,9617.333333333334
2020,6,0,3,7718,7890,85698.96,60,343,397.09,1,13809,8638.0,9789.666666666666
2021,10,2,2,10632,11812,87998.9,60,345,550.21,2,7173,7718.0,8996.0
2017,4,0,2,416,466,108507.81,75,424,26.46,2,11323,10632.0,6255.333333333333
2020,2,1,3,10403,11265,58031.94,60,333,519.63,2,9354,416.0,7150.333333333333
2024,10,2,0,11501,12292,91552.48,60,338,583.1,0,10750,10403.0,7440.0
2018,12,2,3,13653,14025,80124.26,75,418,856.04,0,11479,11501.0,11852.333333333334
2022,5,0,4,4849,5434,75892.2,75,436,317.12,1,11704,13653.0,10001.0
2023,12,3,1,5102,5378,109654.99,75,433,331.37,1,11614,4849.0,7868.0
2019,3,1,4,9962,10229,112379.81,75,429,641.05,0,11516,5102.0,6637.666666666667
2019,7,0,3,8330,8492,95040.03,75,419,523.54,0,4171,9962.0,7798.0
2024,10,0,4,9150,10087,115850.2,82,478,656.05,2,13455,8330.0,9147.333333333334
2019,2,2,1,9029,9256,74835.81,82,467,632.48,2,3688,9150.0,8836.333333333334
2021,12,2,0,12810,13469,78749.03,60,351,674.45,0,9138,9029.0,10329.666666666666
2015,8,0,4,15381,16421,57926.66,60,359,828.27,0,13066,12810.0,12406.666666666666
2017,6,3,2,9078,10082,99318.81,82,468,637.28,2,7158,15381.0,12423.0
2021,2,0,2,11057,11975,115158.3,75,412,683.32,2,11978,9078.0,11838.666666666666
2017,12,3,4,11318,12678,77446.55,82,481,816.59,0,4505,11057.0,10484.333333333334
2020,1,0,3,10621,10724,82600.79,75,421,670.72,2,8637,11318.0,10998.666666666666
2018,9,2,1,11696,12343,75003.46,60,340,596.5,2,9246,10621.0,11211.666666666666
2017,1,1,3,10853,10934,55103.13,120,684,1113.52,2,6543,11696.0,11056.666666666666
2017,4,2,0,15689,17358,61712.49,75,441,1037.83,1,10005,10853.0,12746.0
2019,10,3,1,9848,10801,51187.84,75,448,661.79,1,3535,15689.0,12130.0
2019,8,2,0,16904,17438,66570.43,100,581,1473.18,2,12959,9848.0,14147.0
2017,2,0,3,249,268,91659.22,75,412,15.39,2,8569,16904.0,9000.333333333334
2017,8,0,4,1177,1215,96317.9,120,689,121.64,1,3063,249.0,6110.0
2024,6,2,1,13451,13642,72453.51,82,466,940.22,1,10471,1177.0,4959.0
2021,12,3,0,5022,5211,62150.05,60,358,269.68,2,13255,13451.0,6550.0
2019,3,0,3,11583,12335,87487.97,100,573,995.56,2,7670,5022.0,10018.666666666666
2023,1,0,1,6659,7582,77831.43,120,697,696.2,0,12357,11583.0,7754.666666666667
2019,10,0,2,7860,8594,74924.71,82,483,569.46,0,5804,6659.0,8700.666666666666
2025,4,2,1,14345,15265,94878.36,82,490,1054.36,1,13075,7860.0,9621.333333333334
2015,6,2,1,8899,9724,75823.95,100,573,764.87,0,11969,14345.0,10368.0
2018,2,3,2,7777,8238,62724.52,100,557,649.77,0,12927,8899.0,10340.333333333334
2025,2,2,4,7540,8505,90014.78,82,469,530.44,0,4795,7777.0,8072.0
2023,3,0,0,8116,8848,92442.19,75,426,518.61,0,13853,7540.0,7811.0
2019,7,3,1,11549,12620,104702.35,120,702,1216.11,2,13013,8116.0,9068.333333333334
2022,7,0,2,13013,13750,82457.31,60,332,648.05,0,10307,11549.0,10892.666666666666
2018,6,0,2,11866,12603,117056.21,60,346,615.85,1,10261,13013.0,12142.666666666666
2015,6,2,0,14478,15062,76409.89,75,413,896.91,2,6864,11866.0,13119.0
2017,9,2,1,10579,11779,80960.57,75,439,696.63,0,7670,14478.0,12307.666666666666
2025,1,1,0,10166,11068,101384.48,100,575,876.82,1,12767,10579.0,11741.0
2024,11,0,2,6687,7081,54489.47,120,673,675.05,0,12514,10166.0,9144.0
2025,10,3,3,16033,16582,79611.01,82,473,1137.54,2,13663,6687.0,10962.0
2017,8,2,2,12673,14159,102622.29,60,354,672.94,0,9216,16033.0,11797.666666666666
2016,7,1,0,13821,14501,80381.36,100,554,1148.53,0,5647,12673.0,14175.666666666666
2016,2,1,4,12910,12986,58547.69,60,343,664.22,1,14206,13821.0,13134.666666666666
2015,3,1,1,6612,7456,72184.54,82,457,453.25,2,9681,12910.0,11114.333333333334
2019,2,0,1,10886,11220,105859.86,60,352,574.78,1,3765,6612.0,10136.0
2018,8,2,1,6056,6666,101051.69,75,434,394.25,2,5481,10886.0,7851.333333333333
2018,3,0,4,17318,18386,79924.05,120,679,1763.84,0,9770,6056.0,11420.0
2020,1,2,0,6748,7252,73067.13,75,429,434.23,1,13283,17318.0,10040.666666666666
2019,9,1,1,10984,11720,104458.95,60,336,553.59,0,4974,6748.0,11683.333333333334
2015,1,3,0,6367,6802,104962.32,82,459,438.37,0,9170,10984.0,8033.0
2021,8,2,2,10233,11730,73326.92,120,695,1066.79,0,4082,6367.0,9194.666666666666
2019,6,2,3,11186,11734,74473.01,120,695,1166.14,1,6290,10233.0,9262.0
2018,6,2,3,17589,17847,53084.61,60,335,883.85,1,9495,11186.0,13002.666666666666
2017,11,3,1,6667,7125,100750.43,100,578,578.03,0,11006,17589.0,11814.0
2022,2,2,2,4371,4439,106904.99,75,413,270.78,1,10907,6667.0,9542.333333333334
2024,2,2,3,12916,13789,79672.98,60,345,668.4,1,14340,4371.0,7984.666666666667
2019,10,1,4,10554,11418,56263.12,100,570,902.37,2,13239,12916.0,9280.333333333334
2017,5,0,0,2895,3028,74707.1,60,348,151.12,2,7008,10554.0,8788.333333333334
2015,3,0,2,12060,13504,95497.48,82,479,866.51,2,12549,2895.0,8503.0
2018,7,0,4,16516,18763,119407.29,75,420,1040.51,2,7265,12060.0,10490.333333333334
2023,4,3,3,12491,12935,70206.64,100,596,1116.7,2,12908,16516.0,13689.0
2022,8,3,4,17669,18984,107730.62,120,684,1812.84,2,4228,12491.0,15558.666666666666
2018,6,0,4,7543,7633,80928.36,100,558,631.35,2,5213,17669.0,12567.666666666666
2019,8,2,2,11957,12248,117182.2,82,485,869.87,0,13365,7543.0,12389.666666666666
2019,11,1,1,9749,11099,88137.73,120,676,988.55,1,11428,11957.0,9749.666666666666
2022,12,1,1,13091,14830,101032.36,120,715,1404.01,1,6991,9749.0,11599.0
2019,1,0,1,12370,13923,66787.4,75,419,777.45,2,9058,13091.0,11736.666666666666
